"","treated","age","educ","black","hisp","married","nodegree","urban","fsize","re14","re18"
"36",0,51,12,0,0,1,0,1,2,13549.1611328125,14803.865234375
"37",0,51,9,0,0,1,1,1,4,0,7385.67724609375
"38",0,51,8,0,0,1,1,0,3,0,0
"39",0,48,6,0,1,1,1,1,2,19980,2813.59130859375
"40",0,47,12,0,0,1,0,1,5,5976.0966796875,4523.32080078125
"41",0,47,12,0,0,1,0,0,5,25243.548828125,0
"42",0,47,12,0,0,1,0,1,1,25243.548828125,25564.669921875
"43",0,43,12,0,0,1,0,0,2,19331.90234375,25564.669921875
"44",0,53,16,0,0,1,0,1,5,21457.015625,21929.462890625
"45",0,50,11,0,0,1,1,0,6,20504.564453125,0
"46",0,53,12,0,0,1,0,0,5,0,16463.3515625
"47",0,53,10,0,0,1,1,1,3,0,0
"48",0,50,12,0,0,1,0,0,3,11663.951171875,8134.884765625
"49",0,46,16,0,0,1,0,1,4,25243.548828125,25564.669921875
"50",0,46,16,0,0,1,0,1,4,25243.548828125,25564.669921875
"51",0,42,12,0,0,1,0,1,1,3931.54833984375,14518.6640625
"52",0,46,12,0,0,1,0,0,6,24445.064453125,25564.669921875
"53",0,55,18,0,0,1,0,1,4,25243.548828125,25304.58984375
"54",0,55,18,0,0,1,0,1,1,23632.2578125,25564.669921875
"55",0,46,8,0,0,1,1,0,2,25243.548828125,25564.669921875
"56",0,55,14,0,0,1,0,0,2,0,0
"57",0,55,14,0,0,1,0,0,2,25243.548828125,25564.669921875
"58",0,55,14,0,0,1,0,0,3,23274.193359375,19321.275390625
"59",0,55,14,0,0,1,0,1,1,19036.5,10639.630859375
"60",0,49,18,0,0,1,0,1,3,25243.548828125,25564.669921875
"61",0,55,13,0,0,1,0,1,2,13024.5966796875,5989.2255859375
"62",0,55,12,0,0,1,0,0,6,23612.564453125,24834.671875
"63",0,55,12,0,0,1,0,0,5,17298.09765625,25564.669921875
"64",0,55,12,0,0,1,0,1,5,23401.306640625,0
"65",0,49,15,0,0,1,0,1,1,25243.548828125,9238.74609375
"66",0,52,16,0,0,1,0,0,5,22427.37109375,24310.080078125
"67",0,49,13,0,0,1,0,1,3,25243.548828125,25564.669921875
"68",0,52,15,0,0,1,0,1,5,0,0
"69",0,49,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"70",0,49,12,0,0,1,0,1,4,0,0
"71",0,52,14,0,0,1,0,0,3,25243.548828125,25564.669921875
"72",0,52,13,0,0,1,0,1,2,25241.7578125,23429.35546875
"73",0,52,12,0,0,1,0,1,2,19664.90234375,21861.486328125
"74",0,45,14,0,0,1,0,0,4,25243.548828125,25564.669921875
"75",0,49,3,0,1,1,1,1,4,8240.8544921875,13042.4150390625
"76",0,40,13,0,0,1,0,0,1,25243.548828125,25564.669921875
"77",0,48,18,0,0,1,0,1,4,784.161315917969,17348.509765625
"78",0,48,18,0,0,1,0,1,5,25241.7578125,25564.669921875
"79",0,54,18,0,0,1,0,1,3,18189.677734375,16716.04296875
"80",0,48,16,0,0,1,0,0,2,25243.548828125,25564.669921875
"81",0,54,16,0,0,1,0,1,5,10741.935546875,0
"82",0,48,13,0,0,1,0,1,4,0,0
"83",0,51,18,0,0,1,0,0,4,25243.548828125,25564.669921875
"84",0,51,18,0,0,1,0,1,5,24437.90234375,11489.32421875
"85",0,48,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"86",0,48,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"87",0,51,16,0,0,1,0,0,2,0,0
"88",0,54,12,0,0,1,0,1,4,19374.87109375,20312.830078125
"89",0,54,12,0,0,1,0,0,3,25243.548828125,23244.638671875
"90",0,54,12,0,0,1,0,1,3,12478.548828125,15923.9814453125
"91",0,54,12,0,0,1,0,0,3,25243.548828125,25564.669921875
"92",0,51,15,0,0,1,0,1,3,12992.37109375,7415.23193359375
"93",0,51,14,0,0,1,0,1,5,25243.548828125,24245.060546875
"94",0,44,12,0,0,1,0,0,1,25055.564453125,25564.669921875
"95",0,51,12,0,0,1,0,0,3,17949.7734375,22204.3203125
"96",0,51,12,0,0,1,0,1,2,25243.548828125,215.748077392578
"97",0,51,8,0,0,1,1,1,3,14548.1611328125,6921.67138671875
"98",0,51,8,0,0,1,1,1,5,10756.2578125,10635.1982421875
"99",0,51,3,0,1,1,1,1,3,11964.7255859375,12605.0078125
"100",0,43,16,0,0,1,0,1,4,22568.806640625,19968.51953125
"101",0,43,15,0,0,1,0,1,2,3260.17749023438,0
"102",0,47,14,0,0,1,0,0,1,18368.708984375,4317.9169921875
"103",0,38,12,0,0,1,0,1,4,15957.1455078125,0
"104",0,47,13,0,0,1,0,1,3,25243.548828125,25564.669921875
"105",0,47,12,0,0,1,0,0,2,18280.984375,15740.7431640625
"106",0,47,12,0,0,1,0,0,3,7533.67724609375,0
"107",0,47,12,0,0,1,0,0,3,25243.548828125,9500.3037109375
"108",0,47,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"109",0,47,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"110",0,47,12,0,0,1,0,0,4,0,0
"111",0,47,12,0,0,1,0,1,5,23293.88671875,0
"112",0,47,12,0,0,1,0,1,1,18366.919921875,19785.28125
"113",0,47,12,0,0,1,0,1,2,11583.38671875,20578.8203125
"114",0,47,12,0,0,1,0,1,3,20522.466796875,24505.140625
"115",0,46,10,1,0,1,1,0,2,17136.966796875,21438.857421875
"116",0,43,12,0,0,1,0,0,4,0,25564.669921875
"117",0,43,12,0,0,1,0,1,4,18692.7578125,20100.037109375
"118",0,43,12,0,0,1,0,1,2,14752.2578125,11965.15234375
"119",0,50,18,0,0,1,0,0,4,25243.548828125,25564.669921875
"120",0,50,18,0,0,1,0,1,4,23376.2421875,23315.5703125
"121",0,47,6,0,0,1,1,1,2,0,0
"122",0,53,16,0,0,1,0,1,3,9345.4833984375,15294.4697265625
"123",0,50,16,0,0,1,0,0,1,25243.548828125,25564.669921875
"124",0,50,16,0,0,1,0,0,3,0,0
"125",0,53,15,0,0,1,0,0,5,25243.548828125,25564.669921875
"126",0,18,12,0,0,0,0,1,1,3485.75805664062,5980.359375
"127",0,18,12,0,0,0,0,1,1,0,15024.0458984375
"128",0,53,14,0,0,1,0,1,5,20289.7265625,20692.60546875
"129",0,53,13,0,0,1,0,1,2,25243.548828125,25564.669921875
"130",0,50,11,0,0,1,1,1,4,20950.35546875,23577.126953125
"131",0,53,12,0,0,1,0,0,1,24742.2578125,25564.669921875
"132",0,53,12,0,0,1,0,1,4,13393.4033203125,2936.24267578125
"133",0,53,12,0,0,1,0,0,3,25243.548828125,25564.669921875
"134",0,53,12,0,0,1,0,1,2,11631.7255859375,0
"135",0,53,12,0,0,1,0,1,5,25243.548828125,25564.669921875
"136",0,53,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"137",0,53,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"138",0,48,13,0,0,0,0,1,1,0,6562.58349609375
"139",0,50,12,0,0,1,0,0,2,1962.19360351562,118.218124389648
"140",0,50,12,0,0,1,0,1,5,15776.322265625,15829.4072265625
"141",0,50,12,0,0,1,0,0,5,21485.662109375,21698.9375
"142",0,50,12,0,0,1,0,0,1,25243.548828125,25564.669921875
"143",0,50,12,0,0,1,0,1,2,24090.580078125,0
"144",0,50,12,0,0,1,0,1,5,13019.2255859375,13869.94140625
"145",0,50,12,0,0,1,0,1,6,22830.193359375,16407.197265625
"146",0,53,9,0,0,1,1,0,5,20989.7421875,21192.076171875
"147",0,54,12,0,0,0,0,0,1,0,0
"148",0,42,18,0,0,1,0,1,3,23275.984375,25564.669921875
"149",0,42,16,0,0,1,0,1,4,24321.533203125,195.059906005859
"150",0,46,17,0,0,1,0,1,4,25243.548828125,11245.4990234375
"151",0,46,16,0,0,1,0,1,1,0,0
"152",0,42,10,0,0,1,1,1,6,25243.548828125,14155.142578125
"153",0,46,15,0,0,1,0,1,4,11572.6455078125,7131.50830078125
"154",0,46,14,0,0,1,0,0,1,13445.322265625,0
"155",0,46,14,0,0,1,0,1,2,16680.435546875,19089.271484375
"156",0,42,8,0,0,1,1,1,2,21845.515625,24078.076171875
"157",0,46,12,0,0,1,0,0,2,16497.822265625,19294.67578125
"158",0,55,18,0,0,1,0,1,3,25243.548828125,25564.669921875
"159",0,55,16,0,0,1,0,1,1,25243.548828125,25564.669921875
"160",0,46,6,0,0,1,1,1,3,17885.322265625,25564.669921875
"161",0,55,15,0,0,1,0,0,2,25243.548828125,25564.669921875
"162",0,55,15,0,0,1,0,1,6,25243.548828125,25564.669921875
"163",0,55,14,0,0,1,0,0,5,0,0
"164",0,55,14,0,0,1,0,1,5,25243.548828125,0
"165",0,55,14,0,0,1,0,0,1,0,25564.669921875
"166",0,55,13,0,0,1,0,0,5,25243.548828125,25564.669921875
"167",0,55,13,0,0,1,0,0,3,0,0
"168",0,55,12,0,0,1,0,0,5,20889.484375,15307.76953125
"169",0,55,12,0,0,1,0,1,2,0,0
"170",0,55,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"171",0,55,12,0,0,1,0,0,3,14498.0322265625,11609.01953125
"172",0,55,12,0,0,1,0,1,2,25243.548828125,564.491577148438
"173",0,55,12,0,0,1,0,0,2,16716.2421875,11867.6220703125
"174",0,55,12,0,0,1,0,1,4,18798.38671875,13179.84375
"175",0,55,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"176",0,55,12,0,0,1,0,1,1,11511.7744140625,11572.0771484375
"177",0,55,12,0,0,1,0,0,4,15692.177734375,15613.6591796875
"178",0,55,12,0,0,1,0,1,5,12800.806640625,14777.265625
"179",0,55,12,0,0,1,0,1,3,22565.2265625,25320.845703125
"180",0,55,12,0,0,1,0,0,2,0,0
"181",0,55,10,0,0,1,1,0,5,0,0
"182",0,52,18,0,0,1,0,1,4,25243.548828125,25564.669921875
"183",0,55,9,0,0,1,1,0,4,25243.548828125,25564.669921875
"184",0,49,15,0,0,1,0,0,5,5370.9677734375,0
"185",0,24,13,0,0,0,0,1,1,12073.935546875,14904.3505859375
"186",0,52,16,0,0,1,0,1,2,22507.935546875,23877.10546875
"187",0,26,12,0,0,0,0,1,1,0,21659.0390625
"188",0,41,14,0,0,1,0,1,4,25243.548828125,25564.669921875
"189",0,35,12,0,0,1,0,0,3,23788.015625,24726.798828125
"190",0,49,12,0,0,1,0,0,3,4296.7744140625,1861.93542480469
"191",0,49,12,0,0,1,0,0,3,20400.7265625,18444.982421875
"192",0,49,12,0,0,1,0,1,3,19290.7265625,20001.029296875
"193",0,49,12,0,0,1,0,0,5,22262.662109375,16153.029296875
"194",0,52,14,0,0,1,0,1,1,25243.548828125,25564.669921875
"195",0,41,13,0,0,1,0,1,3,18300.677734375,19537.0234375
"196",0,49,9,0,0,1,1,0,2,25243.548828125,25564.669921875
"197",0,55,4,0,0,1,1,0,3,20026.548828125,20398.537109375
"198",0,41,12,0,0,1,0,1,5,25243.548828125,25564.669921875
"199",0,52,12,0,0,1,0,0,3,25243.548828125,19039.029296875
"200",0,52,12,0,0,1,0,0,4,12668.322265625,21520.1328125
"201",0,52,12,0,0,1,0,1,2,22785.435546875,23745.587890625
"202",0,52,12,0,0,1,0,1,1,25243.548828125,25564.669921875
"203",0,52,12,0,0,1,0,0,4,24650.951171875,24883.4375
"204",0,52,12,0,0,1,0,0,3,16970.466796875,25564.669921875
"205",0,52,12,0,0,1,0,1,2,21548.322265625,17748.974609375
"206",0,52,10,0,1,1,1,0,3,12489.2900390625,13785.7109375
"207",0,45,11,0,0,1,1,1,3,0,0
"208",0,45,12,0,0,1,0,1,2,23370.87109375,18196.724609375
"209",0,45,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"210",0,45,12,0,0,1,0,0,4,4407.7744140625,12303.5517578125
"211",0,45,12,0,0,1,0,1,5,23548.11328125,24738.62109375
"212",0,45,12,0,0,1,0,1,1,25243.548828125,25564.669921875
"213",0,52,7,0,1,1,1,1,2,14514.1455078125,25564.669921875
"214",0,40,16,0,0,1,0,0,3,25243.548828125,25564.669921875
"215",0,40,12,0,0,1,0,1,2,18404.515625,17586.423828125
"216",0,40,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"217",0,40,12,0,0,1,0,1,4,15298.306640625,20627.5859375
"218",0,40,12,0,0,1,0,0,2,25243.548828125,23653.96875
"219",0,48,18,0,0,1,0,1,4,25243.548828125,25564.669921875
"220",0,48,18,0,0,1,0,0,4,0,0
"221",0,48,17,0,0,1,0,1,2,0,0
"222",0,54,17,0,0,1,0,1,3,11483.12890625,14292.5712890625
"223",0,54,16,0,0,1,0,1,1,3732.82250976562,13636.4609375
"224",0,54,15,0,0,1,0,0,3,6412.935546875,67.9754257202148
"225",0,54,15,0,0,1,0,1,5,21100.7421875,22446.666015625
"226",0,48,13,0,0,1,0,0,3,0,0
"227",0,48,13,0,0,1,0,1,4,20714.033203125,25564.669921875
"228",0,44,18,0,0,1,0,0,5,21127.59765625,20822.64453125
"229",0,51,18,0,0,1,0,1,2,25243.548828125,0
"230",0,54,14,0,0,1,0,1,4,19437.533203125,20215.298828125
"231",0,48,12,0,0,1,0,1,1,5297.564453125,25564.669921875
"232",0,54,14,0,0,1,0,0,4,24362.708984375,25564.669921875
"233",0,48,12,0,0,1,0,1,3,12084.677734375,25564.669921875
"234",0,48,12,0,0,1,0,1,2,0,0
"235",0,48,12,0,0,1,0,1,5,25243.548828125,24273.13671875
"236",0,48,12,0,0,1,0,0,2,0,0
"237",0,48,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"238",0,54,13,0,0,1,0,1,3,0,0
"239",0,54,13,0,0,1,0,1,2,19672.064453125,21264.486328125
"240",0,44,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"241",0,44,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"242",0,51,16,0,0,1,0,0,1,24860.419921875,24574.59375
"243",0,51,16,0,0,1,0,0,2,25243.548828125,0
"244",0,54,12,0,0,1,0,1,5,1229.95166015625,25564.669921875
"245",0,54,12,0,0,1,0,1,6,19960.306640625,17206.6484375
"246",0,54,12,0,0,1,0,0,5,21303.048828125,22508.73046875
"247",0,54,12,0,0,1,0,1,3,0,0
"248",0,54,12,0,0,1,0,1,3,14188.306640625,1052.14135742188
"249",0,54,12,0,0,1,0,1,4,0,0
"250",0,54,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"251",0,54,12,0,0,1,0,1,1,21118.64453125,23322.958984375
"252",0,54,12,0,0,1,0,1,6,13259.12890625,25564.669921875
"253",0,54,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"254",0,54,12,0,0,1,0,0,1,25243.548828125,25564.669921875
"255",0,54,12,0,0,1,0,0,2,1963.98388671875,4473.078125
"256",0,54,12,0,0,1,0,0,2,12247.5966796875,13698.525390625
"257",0,54,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"258",0,54,12,0,0,1,0,0,3,25243.548828125,25564.669921875
"259",0,54,12,0,0,1,0,0,1,20499.193359375,10261.3330078125
"260",0,48,8,0,0,1,1,1,3,2588.80639648438,8703.8095703125
"261",0,51,15,0,0,1,0,1,2,12396.193359375,2523.95703125
"262",0,51,15,0,0,1,0,1,6,16453.064453125,14605.849609375
"263",0,44,14,0,0,1,0,1,5,1315.88708496094,24276.091796875
"264",0,51,14,0,0,1,0,1,5,0,0
"265",0,54,8,0,0,1,1,0,1,20137.548828125,17918.912109375
"266",0,54,8,0,0,1,1,1,5,22241.177734375,25564.669921875
"267",0,44,13,0,0,1,0,1,3,25243.548828125,25564.669921875
"268",0,48,6,0,0,1,1,1,5,5650.25830078125,0
"269",0,51,13,0,0,1,0,1,2,20171.564453125,21664.94921875
"270",0,44,12,0,0,1,0,1,4,14598.2900390625,25564.669921875
"271",0,44,12,0,0,1,0,1,3,8359.0166015625,12610.9189453125
"272",0,44,12,0,0,1,0,0,2,17532.62890625,25564.669921875
"273",0,44,12,0,0,1,0,1,2,16182.7255859375,21121.146484375
"274",0,44,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"275",0,51,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"276",0,51,12,0,0,1,0,0,1,25243.548828125,25564.669921875
"277",0,51,12,0,0,1,0,1,4,22110.484375,23495.8515625
"278",0,51,12,0,0,1,0,0,5,10741.935546875,8866.359375
"279",0,51,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"280",0,51,12,0,0,1,0,1,2,4434.62890625,0
"281",0,51,12,0,0,1,0,0,5,25243.548828125,25564.669921875
"282",0,39,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"283",0,39,10,0,0,1,1,1,4,25243.548828125,25564.669921875
"284",0,54,6,0,1,1,1,1,5,14915.177734375,16450.052734375
"285",0,51,1,0,0,1,1,1,4,13584.9677734375,0
"286",0,47,18,0,0,1,0,1,2,23184.677734375,25564.669921875
"287",0,47,16,0,0,1,0,1,2,25243.548828125,4422.83544921875
"288",0,47,14,0,0,1,0,1,4,0,0
"289",0,38,12,0,0,1,0,1,3,19570.015625,16631.8125
"290",0,38,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"291",0,43,14,0,0,1,0,1,3,23066.515625,594.046081542969
"292",0,47,13,0,0,1,0,1,3,762.677429199219,1915.13366699219
"293",0,47,12,0,0,1,0,0,5,23979.580078125,25564.669921875
"294",0,47,12,0,0,1,0,0,1,13128.435546875,6598.04931640625
"295",0,47,12,0,0,1,0,0,3,3827.70971679688,23225.427734375
"296",0,47,12,0,0,1,0,0,2,25243.548828125,20609.8515625
"297",0,47,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"298",0,47,12,0,0,1,0,0,5,2866.30639648438,4945.95068359375
"299",0,47,12,0,0,1,0,0,3,20316.580078125,19395.162109375
"300",0,47,12,0,0,1,0,1,4,9538.8388671875,664.976928710938
"301",0,47,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"302",0,47,12,0,0,1,0,1,1,5934.91943359375,11051.9169921875
"303",0,43,12,0,0,1,0,1,4,18212.951171875,12893.1640625
"304",0,43,12,0,0,1,0,0,3,0,0
"305",0,43,12,0,0,1,0,1,2,23243.7578125,25564.669921875
"306",0,43,12,0,0,1,0,1,3,0,0
"307",0,43,12,0,0,1,0,1,3,22597.451171875,12305.029296875
"308",0,43,12,0,0,1,0,1,2,17996.322265625,19664.107421875
"309",0,43,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"310",0,43,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"311",0,43,12,0,0,1,0,1,5,25243.548828125,13119.2568359375
"312",0,43,12,0,0,1,0,1,1,16773.533203125,21944.240234375
"313",0,43,12,0,0,1,0,0,2,19550.322265625,21211.287109375
"314",0,43,12,0,0,1,0,1,3,22735.306640625,20298.052734375
"315",0,43,9,0,0,1,1,1,2,21363.919921875,25508.515625
"316",0,50,18,0,0,1,0,0,4,25243.548828125,25564.669921875
"317",0,50,18,0,0,1,0,1,4,25243.548828125,25564.669921875
"318",0,50,18,0,0,1,0,0,2,25243.548828125,25564.669921875
"319",0,50,18,0,0,1,0,1,4,25243.548828125,7573.3486328125
"320",0,43,8,0,0,1,1,1,4,14250.9677734375,7815.69580078125
"321",0,43,8,0,0,1,1,1,2,21548.322265625,20738.4140625
"322",0,43,8,0,0,1,1,1,3,22640.419921875,21846.708984375
"323",0,53,16,0,0,1,0,0,1,25243.548828125,25564.669921875
"324",0,50,16,0,0,1,0,1,3,25243.548828125,25564.669921875
"325",0,18,11,0,0,0,1,1,1,179.032257080078,25564.669921875
"326",0,47,12,0,1,1,0,1,3,0,0
"327",0,18,12,0,0,0,0,0,1,1416.14514160156,11273.576171875
"328",0,50,13,0,0,1,0,0,5,25243.548828125,25564.669921875
"329",0,50,13,0,0,1,0,0,2,4305.7255859375,16651.0234375
"330",0,53,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"331",0,53,12,0,0,1,0,0,1,25243.548828125,25564.669921875
"332",0,53,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"333",0,53,12,0,0,1,0,0,3,0,0
"334",0,53,12,0,0,1,0,1,2,18323.951171875,13943.828125
"335",0,53,12,0,0,1,0,1,5,1765.25805664062,0
"336",0,53,12,0,0,1,0,1,2,21005.85546875,19050.8515625
"337",0,53,12,0,0,1,0,0,4,21063.14453125,22032.90234375
"338",0,53,12,0,0,1,0,0,3,1801.06457519531,1338.8203125
"339",0,53,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"340",0,53,12,0,0,1,0,0,5,21986.951171875,18564.6796875
"341",0,53,12,0,0,1,0,1,5,18263.080078125,18072.595703125
"342",0,53,10,0,0,1,1,1,1,15269.6611328125,0
"343",0,53,10,0,0,1,1,0,2,10473.38671875,8128.97412109375
"344",0,50,12,0,0,1,0,0,5,0,0
"345",0,50,12,0,0,1,0,0,6,0,0
"346",0,50,12,0,0,1,0,1,5,25243.548828125,25168.638671875
"347",0,50,12,0,0,1,0,1,3,24441.484375,25564.669921875
"348",0,37,14,0,0,1,0,0,3,23399.515625,25564.669921875
"349",0,53,7,0,0,1,1,1,4,10331.951171875,8739.275390625
"350",0,53,7,0,0,1,1,1,4,18488.662109375,18690.28515625
"351",0,37,12,0,0,1,0,1,1,25243.548828125,25564.669921875
"352",0,19,13,0,0,0,0,0,1,4916.2255859375,1687.56372070312
"353",0,53,6,0,0,1,1,0,4,17999.90234375,18162.73828125
"354",0,19,12,0,0,0,0,0,1,134.274200439453,2107.23803710938
"355",0,19,12,0,0,0,0,0,1,8242.6455078125,15368.3564453125
"356",0,46,18,0,0,1,0,0,2,25243.548828125,25564.669921875
"357",0,46,18,0,0,1,0,0,2,25243.548828125,1182.18127441406
"358",0,42,14,0,0,1,0,1,3,7095.04833984375,10790.359375
"359",0,20,12,0,0,0,0,0,1,1147.59680175781,15554.5498046875
"360",0,42,12,0,0,1,0,0,3,25243.548828125,25564.669921875
"361",0,42,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"362",0,42,12,0,0,1,0,1,6,25243.548828125,25564.669921875
"363",0,42,12,0,0,1,0,0,5,25243.548828125,25564.669921875
"364",0,42,12,0,0,1,0,0,5,20782.064453125,16445.619140625
"365",0,42,12,0,0,1,0,1,1,25223.85546875,22858.953125
"366",0,42,12,0,0,1,0,1,5,25243.548828125,25564.669921875
"367",0,20,12,0,0,0,0,0,1,4482.9677734375,7709.29931640625
"368",0,20,12,0,0,0,0,1,1,8745.7255859375,21251.185546875
"369",0,20,12,0,0,0,0,0,1,19.6935482025146,8653.56640625
"370",0,20,12,0,0,0,0,1,1,8579.2255859375,6671.935546875
"371",0,46,14,0,0,1,0,1,3,14267.0810546875,20896.53125
"372",0,46,14,0,0,1,0,1,2,13740.7255859375,5346.41455078125
"373",0,46,14,0,0,1,0,1,2,25243.548828125,25564.669921875
"374",0,46,14,0,0,1,0,1,4,25243.548828125,25564.669921875
"375",0,46,13,0,0,1,0,0,4,15121.064453125,16012.6455078125
"376",0,46,12,0,0,1,0,1,1,20753.419921875,16993.85546875
"377",0,46,12,0,0,1,0,1,4,21206.37109375,25564.669921875
"378",0,46,12,0,0,1,0,0,5,14009.2744140625,14271.8828125
"379",0,46,12,0,0,1,0,1,3,21483.87109375,17732.71875
"380",0,46,12,0,0,1,0,1,2,18214.7421875,20485.72265625
"381",0,46,12,0,0,1,0,1,5,16445.90234375,17302.701171875
"382",0,46,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"383",0,46,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"384",0,46,12,0,0,1,0,1,5,25243.548828125,0
"385",0,46,12,0,0,1,0,0,4,537.096801757812,0
"386",0,46,12,0,0,1,0,0,2,20069.515625,10431.271484375
"387",0,46,12,0,0,1,0,1,2,0,0
"388",0,46,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"389",0,36,13,0,0,1,0,1,3,25243.548828125,25564.669921875
"390",0,46,10,0,0,1,1,1,3,7959.7744140625,13111.8681640625
"391",0,36,12,0,0,1,0,0,3,0,0
"392",0,55,18,0,0,1,0,1,3,25243.548828125,25564.669921875
"393",0,55,18,0,0,1,0,0,5,25243.548828125,25564.669921875
"394",0,55,16,0,0,1,0,1,1,25243.548828125,25564.669921875
"395",0,55,16,0,0,1,0,0,3,25243.548828125,22349.13671875
"396",0,55,16,0,0,1,0,1,2,3512.61279296875,16794.36328125
"397",0,55,15,0,0,1,0,1,3,0,0
"398",0,55,14,0,0,1,0,1,5,6853.35498046875,1663.92016601562
"399",0,22,12,0,0,0,0,1,1,68.0322570800781,0
"400",0,55,13,0,0,1,0,0,4,19532.419921875,19377.427734375
"401",0,55,11,0,0,1,1,0,2,13099.7900390625,17521.404296875
"402",0,55,11,0,0,1,1,1,1,13355.806640625,16124.9521484375
"403",0,55,11,0,0,1,1,0,4,11946.822265625,7224.60498046875
"404",0,49,17,0,0,1,0,0,3,25243.548828125,25564.669921875
"405",0,55,12,0,0,1,0,1,2,5295.7744140625,5646.39306640625
"406",0,55,12,0,0,1,0,1,3,15833.61328125,14973.8037109375
"407",0,55,12,0,0,1,0,1,3,15595.5,16235.7822265625
"408",0,55,12,0,0,1,0,0,2,0,0
"409",0,55,12,0,0,1,0,0,2,0,0
"410",0,55,12,0,0,1,0,0,4,25243.548828125,0
"411",0,55,12,0,0,1,0,0,5,0,0
